aveWeight,numVertices,numTrials,dimension,timeSpent
2.099264202630147,16,100,2,0
3.3848434886103496,32,100,2,0
5.319917031950317,64,100,2,0
8.999229886591202,128,100,2,0
14.90298866864061,256,100,2,0
25.28636673758738,512,100,2,1
44.522894650875536,1024,100,2,4
74.08382287046989,2048,100,2,27
130.51003410899182,4096,100,2,127
235.21687896031392,8192,100,2,560
